[00:00:00.080] 男：Ok. 
[01:59:47.019] 男：嗯，你都能吊着他。
[01:59:50.799] 女：对呀对呀对呀对呀，我可以吊着他，你就吊着让他让让他天天给我买东西。
[01:59:56.720] 男：你就不和他做都行。
[02:00:00.019] 男：知道吧？
[02:00:00.951] 男：只要你你能保持自己的。
[02:00:04.499] 男：清醒。
[02:00:09.379] 男：你吊着他玩儿都行。
[02:00:11.779] 女：那他要是他他要是那什么？
[02:00:17.439] 女：呃，不是，就是就是他他要是真真做了，然后然后然后真觉得哎可以走下去，然后我甩手就走。
[02:00:27.639] 女：然后然后我还能保持自己的那个价值观，然后就不受他的影响。
[02:00:32.241] 女：我觉得这个是最理想的，最牛逼的。
[02:00:35.159] 女：对，哎，我爽了。
[02:00:37.036] 女：然后然后。
[02:00:39.039] 女：然后然后他他怎么样关我屁事。
[02:00:45.679] 男：确实这个东西。
[02:00:48.599] 男：哎，确实。
[02:00:50.519] 女：哦，我利用我利用这个男的让我爽了。
[02:00:54.759] 女：对吧？
[02:00:56.279] 女：然后然后他中午招聘是他他之后可能就。
[02:00:59.859] 女：这种就很羞耻，我操我跟他这个女的谈了，还做了。
[02:01:05.259] 男：对。
[02:01:05.529] 女：结果她跑了。
[02:01:07.179] 男：容易被报复这样。
[02:01:12.499] 女：嗯，所以这个就很考验你的能力啊。
[02:01:16.319] 男：你得来，你得让他知道是他自己的错。
[02:01:19.859] 女：对你让他觉得是自己的错，就不是我还没有想到，我还没有牛逼到这个程度，但是这个真的是最理想的对，但像他这种像他这种人对吧？
[02:01:29.983] 男：是的，就就是就是你你你虽然说你走了，但是你得你得让他想，让他觉得他是他哪里做的不对。
[02:01:40.579] 女：他有听过他有听过遣字了。
[02:01:44.299] 男：啊。
[02:01:45.639] 女：他有舔狗潜质了。
[02:01:47.813] 男：他太有舔狗潜质了。
[02:01:50.939] 女：他很多啊，他老是帮我主动付账的。
[02:01:54.439] 男：我都忍着没说，你知道吗？
[02:01:57.239] 女：怎么了？
[02:01:58.419] 男：他对你的那么长时间的行为，再加上他说了一些话。
[02:02:05.099] 男：就是一舔狗。
[02:02:08.239] 女：怎么画？
[02:02:11.359] 男：比如说这怎么认错呀，然后。
[02:02:15.419] 男：然后完了反正能看出来。
[02:02:19.039] 男：我我不知道是。
[02:02:21.119] 女：我我可以讨好你吗？
[02:02:23.430] 女：对。
[02:02:23.859] 女：就是就是就是我就是因为我我不是想找个地方跟他谈一谈嘛，然后他给我带去那个傻逼公园，我就很生气。
[02:02:30.691] 女：嗯，然后明明这不是他的关系，但是他一直在跟我道歉，说哎呀，对不起对不起，你道歉干嘛？
[02:02:36.282] 女：我自己在烦。
[02:02:37.199] 女：但是等一下带你去小吃小甜点。
[02:02:39.739] 女：然后我就说哦。
[02:02:42.099] 女：然后他说我可以给你买吗？
[02:02:44.209] 女：我说啊他说我可以这样讨好你吗？
[02:02:46.894] 女：给我一个讨你的机会好不好？
[02:02:49.196] 女：他说哦行啊，然后他就很高兴。
[02:02:51.879] 男：对呀，就是。
[02:02:53.459] 男：哎。
[02:02:58.779] 女：他醒了之后，我变得好贱。
[02:03:01.319] 男：啊，啥？
[02:03:03.759] 女：我我说我要是真的。
[02:03:05.859] 女：利用他对我就觉得好贱啊。
[02:03:09.113] 男：不是他他可太有舔狗的潜质了。
[02:03:13.679] 男：真的啊。
[02:03:16.179] 男：哎呦，这这我之前看个新闻。
[02:03:21.859] 男：看看新闻，讲讲啥呢？
[02:03:24.639] 男：一个男的。
[02:03:26.379] 男：当小三儿？
[02:03:28.759] 男：他他把从他那小三那骗来的钱给他老婆。
[02:03:38.919] 男：哎。
[02:03:40.579] 女：然后又怎样呢？
[02:03:41.691] 女：我就是完全可以利用这次的事情让他。
[02:03:44.999] 女：让让他。
[02:03:46.819] 女：怎么样？
[02:03:47.989] 女：我。
[02:03:49.239] 男：我靠，你是天才。
[02:03:50.652] 女：我可以把这个事情作为是把柄。
[02:03:53.716] 男：你是天才。
[02:03:58.399] 女：我我只要我只要说一个，就但凡怎么样，但凡我我不怎么样，你你就跟他们一样了，懂吗？
[02:04:06.379] 男：对呀。
[02:04:07.879] 女：对吧？
[02:04:08.344] 女：那那他还敢那他还敢对我怎么样吗？
[02:04:13.779] 女：可他可担心自己的社会声誉了。
[02:04:19.639] 男：对的，但但是你说的也是实话呀，对吧？
[02:04:24.579] 女：他这他这东西他可不敢挑明的讲，他可以再回避呀。
[02:04:29.599] 女：他不敢，他怕我看清了。
[02:04:32.059] 男：对，那你能看清这没招啊。
[02:04:35.899] 女：对我我我不知道应该怎么去利用这个作为把柄，因为又不要让我显得让我自己觉得我太坏。
[02:04:43.779] 女：哎，小马能不能教教我一个操控别人的？
[02:04:51.399] 男：但是但是但是你说的确实他他他。
[02:04:56.019] 男：他是对的呀。
[02:04:57.939] 女：其实挺好，被操控的你你你你。
[02:05:01.347] 男：也能看出来吧嗯哎。
[02:05:05.759] 男：哎。
[02:05:12.759] 女：只是很多时候我为了平衡啊，然后有一些东西我就我就我就默默的还还给他。
[02:05:24.039] 女：然后然后然后我跟你说，有这么这么长时间弄下去的话，等到哪一天垄断了，他就开始反思。
[02:05:31.719] 女：哎呀，我操，当时太上头了，啥都给他了。
[02:05:35.639] 男：啥都给他了。
[02:05:38.979] 女：我操我投了好多钱啊，花了好多精力啊，花了好多时间啊。
[02:05:43.999] 女：结果他根本不care我。
[02:05:47.619] 男：那可太难过了吧。
[02:05:52.379] 男：该的你妈了逼。
[02:05:57.119] 男：你改。
[02:05:58.839] 女：我好想当坏女人怎么办？
[02:06:01.039] 女：这样的。
[02:06:01.839] 男：这这哪能叫坏女人呢？
[02:06:06.299] 男：我觉得他改。
[02:06:08.219] 男：我觉得他啊。
[02:06:11.079] 女：就是就是这种只是把男的当成性资源。
[02:06:15.819] 女：性别资源。
[02:06:18.659] 女：的一种观念啊。
[02:06:24.439] 女：嗯嗯，这不是说平时就很少有见到女性把男性作为性质的讨论吗？
[02:06:29.839] 女：那我现在就有点想试试。
[02:06:36.119] 女：但但挺难做到的吧。
[02:06:37.812] 男：是不是这个这个这个这个事情他比较。
[02:06:42.679] 男：不好弄。
[02:06:44.119] 男：当当性当当性资源还是需要考虑一下的。
[02:06:49.579] 男：对呀，就是你无法保证他在实施性行为的时候，他是一个什么样的态度。
[02:06:56.899] 男：对的，这个东西。
[02:06:59.059] 女：所以我没有这么强大的能力了，只能当个笑话讲一讲。
[02:07:03.999] 女：你说像猫你说像猫这样的这种善于操控别人的人了，他他在性性行为方面还是处于劣势。
[02:07:12.801] 女：对。
[02:07:14.719] 男：这东西因为你嗯。
[02:07:17.739] 男：嗯，你说。
[02:07:20.399] 女：本来本来在性行为上，女生就属于天然的弱势方，所有的后果女生一女性一个人承担。
[02:07:27.111] 男：是这样的。
[02:07:28.559] 女：没办法，所以所以冒尖不就跟我说好不平衡哦。
[02:07:32.419] 男：你在性行为的。
[02:07:34.979] 男：过程中，男性他无论是一种社会地位呀，还是心理呀，或者是。
[02:07:44.619] 女：后续的舆论。
[02:07:46.856] 男：对，然后。
[02:07:48.419] 男：甚至说你做生理方面，他的体能啊。
[02:07:52.539] 男：他如果真想压制的话，你也是反应不过来的。
[02:08:00.619] 女：所以你猜为啥我做那个梦背会僵了？
[02:08:04.319] 男：哎呀，宝宝累住。
[02:08:05.959] 女：第一次感觉到被人被一个男的压压在身上动不了的感觉。
[02:08:10.931] 女：对。
[02:08:12.679] 男：把真相都是嗯薄薄的。
[02:08:20.439] 男：Thank you. 
[02:08:24.199] 女：感谢你是个好人。
[02:08:27.279] 男：哎，就是不是说被压了吗？
[02:08:30.119] 男：之前咱不是试过吗？
[02:08:33.899] 男：就是我两个手如果并拢的话，你一个手就可以。
[02:08:38.998] 男：哎，不是并拢，就是如果你按住我的手腕的话，我也很难动啊。
[02:08:47.059] 女：哦，我按住你了。
[02:08:48.653] 女：对，就是我。
[02:08:49.716] 男：你不是让我试试按住你吗？
[02:08:53.479] 男：嗯，那之后我不是将来问你我也试试让你爱我吗？
[02:09:00.799] 男：黏着我的时候，我也很难动。
[02:09:04.819] 女：对SOM真的是一个只能在极其安全的环境下才能玩。
[02:09:09.760] 男：的一个游游戏。
[02:09:11.049] 男：对这。
[02:09:11.859] 男：你大爷得出事儿。
[02:09:15.759] 男：这种东西你像你你。
[02:09:17.659] 女：想象你的这个所谓的朋友在面对自己的欲望的时候，会变成什么样子带着来。
[02:09:25.499] 女：我经历的真的都算是轻的了，我经历的更多是精神方面的。
[02:09:30.293] 男：对我就是说昨天至少。
[02:09:32.090] 女：嗯啊至少我碰到的这些人都是有良心的。
[02:09:35.486] 男：对他好歹是有良心的。
[02:09:37.284] 男：你说他昨天他他万一他妈的他他他他要是真在你一拐。
[02:09:42.019] 男：拐到那个地方，那你也没办法。
[02:09:46.559] 男：你真没办法。
[02:09:58.499] 女：那么做吧什么？
[02:10:01.839] 女：就是。
[02:10:03.559] 女：嗯，我没听。
[02:10:04.713] 男：就是就是我应该。
[02:10:06.734] 女：应该哎，你你你说我多好就是。
[02:10:10.779] 女：就是因为我想这个人他本质上还是有那种良心的，我我才会至少是去买。
[02:10:19.408] 男：酒的票嗯。
[02:10:22.579] 男：至少是去买酒。
[02:10:25.059] 女：呃，就是我是就是在相处之中，我我能够感觉到他的那种。
[02:10:31.559] 女：就是还有那种那种那种那种不会做太过分的事情的良心。
[02:10:38.139] 男：更过分的，有时候。
[02:10:40.979] 男：不是良心，是害怕。
[02:10:44.779] 女：嗯。
[02:10:51.619] 男：怕出事儿。
[02:10:52.582] 女：你要是我们俩发生关系了，在宿舍里面怎么处啊？
[02:10:57.397] 男：对呀。
[02:10:58.939] 女：很怪呀，有没有考虑过这个？
[02:11:02.059] 男：嗯，他目前应该。
[02:11:03.242] 女：是他在和他那个女生至少在平时是没有交集的。
[02:11:07.191] 女：嗯，就是说各做各事各的部门我没有那么多共有。
[02:11:14.179] 女：我要面对我要面对，比如说我朋友的一个。
[02:11:19.479] 女：裸体啊。
[02:11:23.219] 女：你你能转换的过来吗？
[02:11:24.909] 女：他他能够纯粹为自己的欲望服务。
[02:11:28.039] 女：嗯，他能他能够不去考虑这些，我能够不去不去考虑这考虑这些吗？
[02:11:33.643] 女：是呀。
[02:11:37.079] 女：你想想，你要是想想你和合作。
[02:11:39.732] 男：我的个妈，你别。
[02:11:43.839] 女：就是就是他还在他里面啊，还在话剧社的时候，他他说他想约炮，我就说我可以试试啊。
[02:11:53.359] 男：我给我猜。
[02:11:56.179] 女：他在社长社长找炮友找找找了社团里面的一个脆弱妹妹。
[02:12:01.479] 男：你妈的，哎，对呀，我我还比他，我还我还是学，我还是他学长，还是他社长啊。
[02:12:10.619] 男：你这无论如何你都不能去做的呀。
[02:12:14.919] 女：我和你之间也是因为陈没有任何的交集，我才能和你做对呀。
[02:12:19.429] 女：我和上次也是因为没有任何交集，我才能跟他讨论，跟他处嗯。
[02:12:28.179] 女：你。
[02:12:29.579] 女：那怎么可能单纯就是。
[02:12:31.659] 女：因为我俩想做，我俩就做了。
[02:12:34.039] 女：如果如果遇到什么事情，然后。
[02:12:36.699] 女：然后可能遇到一些就是可能在过程中遇到了一些什么事情要负责，他可以完全可以反咬我一口。
[02:12:42.879] 男：对。
[02:12:46.119] 男：我就是哎，怎么说呢？
[02:12:49.759] 男：虽然说他感觉很有责任心。
[02:12:55.779] 男：那可能在。
[02:12:57.419] 男：对他可能在别的方面很有责任，但是他在。
[02:13:01.979] 男：这种两性关系的相处上，他就是他基本上。
[02:13:08.079] 男：和遵循原始欲望没啥区别。
[02:13:17.579] 女：更压抑了。
[02:13:19.067] 男：这话真心压抑。
[02:13:21.439] 男：要不然我的个妈，你能那么着急吗？
[02:13:24.752] 男：你啥时候？
[02:13:26.239] 男：表表白完了没两天就要去外面过夜。
[02:13:32.039] 男：然后你找他说完事之后，第二天又要对你上下其手。
[02:13:36.899] 女：哎，就是挺压抑了，平时压抑的太厉害了，然后终于找到这么一个出口，它停了。
[02:13:45.219] 男：就是只要呀。
[02:13:49.059] 女：所以我打算这一周都不理他了。
[02:13:52.719] 男：你也该不理他。
[02:14:00.519] 女：他要是，哎，算了，他也想不懂我为啥不理他。
[02:14:05.739] 女：他只会给我白玉树。
[02:14:09.739] 女：我让他伤心了什么的，然后可能他触发到了以前的记忆里放屁。
[02:14:15.425] 男：对，不带过去。
[02:14:16.719] 女：他估计觉得我今天因为挺难过的，其实我跑到公园。
[02:14:21.129] 男：撒野去了。
[02:14:21.969] 女：好玩也也也就早上难难过了一小下，然后下午自己散步。
[02:14:27.759] 男：就是。
[02:14:28.919] 男：反正是我靠他那个说辞挺挺。
[02:14:33.779] 男：挺那啥啊，就是从他队伍有。
[02:14:35.825] 女：那个受害受害者去世开始，一切就出问题了。
[02:14:39.173] 女：在那在那之前他不可能那么想我的。
[02:14:41.963] 女：然后然后我觉得真正理想的应该是他在他知道之后，他他只会。
[02:14:47.299] 女：他只会把这个作为我我我以前的一个形象的一个基点，而不是把这个受害者形象覆盖掉了。
[02:14:53.725] 女：以前我们相处过程中，他对我的。
[02:14:55.924] 男：那种感情对的。
[02:14:58.239] 女：我不知道这种东西到底怎么来的。
[02:15:01.448] 男：合成也这样，反正只要你有啥。
[02:15:04.339] 男：呃，举动或者觉得是你以前的经历导致的。
[02:15:10.879] 男：这多义吗？
[02:15:13.419] 女：尤其是涉及到这种性侵的话题，就就是他们。
[02:15:19.059] 女：他们他们把所有事情都预设出了一个模板。
[02:15:22.404] 女：什么自杀的人是因为过得太痛苦了，获得了解脱。
[02:15:26.121] 女：嗯，什么什么性侵的人之后都会活在影子上面，也确实是活在影子上。
[02:15:31.326] 男：但是不是这么用的嗯。
[02:15:35.339] 男：人冷。
[02:15:36.499] 女：哦，然后然后移动一旦触一移动一旦触碰到了关键词，我们这。
[02:15:41.299] 女：呃，把这个模板深深的套套套进去。
[02:15:44.519] 女：我觉得很很诡异。
[02:15:46.623] 男：特别诡异。
[02:15:47.826] 男：其实也可以说这个模板给了他规避责任的机会。
[02:15:59.539] 女：你看穷马对我也有，但是它相对来说没有那么严重。
[02:16:03.679] 男：嗯，他自。
[02:16:05.879] 男：我不想说。
[02:16:11.399] 男：他本身他也烦别人把他这样看。
[02:16:16.179] 男：对吧？
[02:16:16.650] 男：对，相对来说。
[02:16:17.827] 女：我和琼玛是觉得最安全的。
[02:16:20.919] 男：啊。
[02:16:23.139] 女：N个人啊。
[02:16:25.159] 男：三个人。
[02:16:26.899] 男：嗯，他们三个人。
[02:16:29.679] 女：和川穹马和大老师三个人谈论两性关系嗯的话题之下，我和琼马是最安全的。
[02:16:37.519] 男：对。
[02:16:40.219] 男：就是他本他本来他也有，他也是。
[02:16:45.219] 男：精神疾病的吗？
[02:16:46.361] 男：不也有吗？
[02:16:47.123] 男：他本身他也烦别人这样去看的。
[02:16:49.999] 女：对呀对呀对呀。
[02:16:51.271] 男：至少在这方面他是他他万一这样看你，他不就打自己脸吗？
[02:16:56.539] 女：你看和尚和段老师都是那种看似看似有过悲惨经历的，然后看似有同情心的。
[02:17:04.159] 男：嗯。
[02:17:04.585] 女：然后呃健全。
[02:17:08.579] 男：哎，你和他讲我爹没了的时候，他有同情心吗？
[02:17:14.919] 女：啊，没事没没事。
[02:17:19.679] 男：开玩笑呢，我。
[02:17:21.339] 女：啊，他说他说他说是，你是他爹十几岁的时候就死了吗？
[02:17:27.399] 男：你和他说是是我是我把我爹给杀了。
[02:17:33.679] 男：你就这样和他说。
[02:17:37.179] 女：为啥要跟着一些细节不放呢？
[02:17:40.614] 男：啥细节呀？
[02:17:42.179] 女：我忘记了，反正他抓着一些我觉得无关紧要的细节嗯。
[02:17:46.699] 女：啊，的。
[02:17:48.119] 女：我我记得比较清楚了，还是跟你的例子。
[02:17:51.879] 男：嗯，跟我的例子。
[02:17:55.939] 女：嗯，和你是什么关系，上次见面什么时候？
[02:17:59.512] 男：嗯。
[02:17:59.735] 女：对你会想因为吗？
[02:18:01.919] 男：对，就他会啊。
[02:18:04.079] 女：第一反应是非常广泛感谢的打断我说，我很感谢你。
[02:18:09.519] 男：哦，他打断你说的呀。
[02:18:12.059] 女：有点。
[02:18:13.299] 女：嗯，然后那个情绪非常激动，然后然后你觉不觉得他他这段话很奇怪？
[02:18:19.119] 男：就是他好像。
[02:18:20.699] 女：是阿宝抱住。
[02:18:22.499] 女：然后你是一个外来者，我还我很感谢他为你付出的一切，但是。
[02:18:28.332] 男：你是我的。
[02:18:29.265] 男：对呀，当时听我就生气了呀，对吧？
[02:18:32.539] 男：我没表现出来。
[02:18:34.419] 女：这是个感就是感觉一个寂寞。
[02:18:37.048] 男：就是我跟你说我。
[02:18:38.581] 女：我把我把他托你，然后拜托你照顾他。
[02:18:41.868] 男：哎，对我说过分一点就是。
[02:18:44.679] 男：我把你。
[02:18:47.099] 男：就是你本来就应该是他的，我把你照顾的很好，所以他要感谢我。
[02:18:53.879] 男：就像你把一只猫给你的朋友寄养一样，然后你把这个猫领回来了，你就说哎呀，这小猫被你照顾的真好。
[02:19:09.419] 女：他感谢你还帮我支撑过了那段那段时间，所以我才能够这样子站在他面前。
[02:19:16.445] 男：对呀。
[02:19:17.159] 女：帮帮他帮他去规避掉了这些这些要照顾的责任。
[02:19:25.159] 男：都不知道说他啥好了。
[02:19:27.739] 女：你们急吧，完全没有考虑过我对你是什么感觉。
[02:19:32.939] 男：我已经有没有。
[02:19:35.112] 女：考虑过？
[02:19:36.459] 女：他他甚至没有问我，你对我来说是什么样的关系？
[02:19:40.339] 男：他连我是谁他都不想打听。
[02:19:45.979] 女：我说了，我说你们俩上你们上一个学校。
[02:19:50.099] 女：然后你是他室友。
[02:19:51.879] 男：嗯。
[02:19:55.079] 女：然后我跟他说你你人很很nice嗯。
[02:20:00.699] 女：好人卡。
[02:20:05.499] 女：我看今天早上说的啥？
[02:20:09.859] 男：好冷。
[02:20:16.019] 女：可想了，看我利用我。
[02:20:19.219] 男：壳儿什么壳儿？
[02:20:23.419] 男：我想要。
[02:20:28.259] 男：嗯。
[02:20:30.059] 女：对，就是他的小作文，居然没有丝毫的反思。
[02:20:33.699] 女：对，他们刚刚是我嗯刚刚是我太冲动了，我不知道这个事情会不会伤害到你。
[02:20:41.679] 男：嗯。
[02:20:44.619] 男：大家觉得他是对的。
[02:20:50.419] 女：因为它只有一个。
[02:20:52.219] 女：我我会获得你同意的，然后跟我谈以后他会做到的。
[02:20:56.391] 男：嗯。
[02:20:56.589] 女：他他根本就没有去反思当下，他跟我说以后不会再做了。
[02:21:03.219] 女：但是这种啊它是一个画饼。
[02:21:05.719] 女：他很有陷阱。
[02:21:07.239] 男：嗯。
[02:21:08.939] 女：然后还有一个就是那个分开，我说什么是分开？
[02:21:12.370] 女：他说就就是不能再像现在一样做这么亲密的事情。
[02:21:16.162] 女：他妈在我醉酒的时候靠在他身上，他说这是我们在做很亲密的事情。
[02:21:22.099] 女：但是这个是一个很主观的东西。
[02:21:25.559] 男：不是你醉酒的时候靠在他身上。
[02:21:29.159] 男：那不要，他说嗯。
[02:21:31.079] 女：然后然后他就说分开，就是指我们不再像现在这样做这么轻易的事情。
[02:21:36.799] 男：这个亲密他妈是你愿意去做的吗？
[02:21:39.673] 男：那他觉得。
[02:21:40.494] 女：他觉得在那个时候我们俩是很亲密的。
[02:21:45.539] 男：压抑完了给他。
[02:21:49.799] 女：我操，很恐怖，谁懂这个对，这个恐怖的点。
[02:21:54.075] 男：牙咬完了给他。
[02:21:56.299] 女：对，就是那种绝对的自我感动的态度啊。
[02:22:00.099] 男：对呀。
[02:22:03.019] 男：哈哈。
[02:22:20.039] 女：而且而且他真的我忽视了我那些不是因为喝了就不舒服的感觉。
[02:22:25.199] 女：有有可能有可能我在他他对我做什么的时候，突然间吐了。
[02:22:30.059] 男：对，就是就是他，反正在他眼里，你喝了酒就是。
[02:22:35.939] 男：容易去发生关系了。
[02:22:41.239] 女：然后然后就是为啥到底为啥要被包装重合？
[02:22:44.553] 女：对对于我的态度的决心呢？
[02:22:48.159] 男：大哥们觉得，反正他和你亲嘴了呗。
[02:22:51.559] 女：反正他就是要走完那个程序，然后然后然后然后过程是什么样不重要，反正他我做了。
[02:22:57.304] 男：那就是行了。
[02:22:58.125] 男：对，反正和你亲了呗。
[02:23:03.699] 女：诡异呀，好诡异啊。
[02:23:06.139] 女：就是。
[02:23:07.399] 女：为啥他一面露出这种面目啊？
[02:23:10.539] 男：嗯。
[02:23:14.099] 男：这种面目好。
[02:23:16.339] 女：好，可以听到。
[02:23:17.285] 男：对啊，就是对我就是一直在疑惑，他怎么那么沉不住气呢？
[02:23:22.619] 女：我回到你为啥呀？
[02:23:24.234] 男：就是你你你你前两天前前两天不还好好的吗？
[02:23:29.439] 女：看着好好的啊。
[02:23:30.597] 男：突然间就对啊，为啥为啥你鸡巴你你你你你这两天你就。
[02:23:35.179] 女：两前几个月都好好的。
[02:23:37.739] 男：这两天就和科了一样。
[02:23:41.819] 男：那你打了呀，你。
[02:23:43.939] 女：很很礼貌，很很克制。
[02:23:45.590] 女：对呀，我都不知道他到底咋了。
[02:23:48.067] 男：我我们彼此。
[02:23:49.099] 女：的距离把握的非常非常舒适，不然我也不会和他相处的这么久。
[02:23:54.466] 女：对呀。
[02:23:55.439] 男：真正的刚来。
[02:23:58.679] 女：我操我好诡异呀，为啥？
[02:24:03.199] 女：然后什么叫希望？
[02:24:04.385] 女：莫老师可以理解一下，什么不清楚楚的，我想解释了，合着你解释了就是对的了吗？
[02:24:12.939] 男：嗯。
[02:24:20.219] 女：满足是什么？
[02:24:22.819] 女：哎，在我说我我我被人性侵之后，第二天跟我说都会有欲望，想满足自己的欲望。
[02:24:35.019] 女：我我我我我我我不是还没跟你说咱俩。
[02:24:42.039] 女：我不是还没谈清楚吗？
[02:24:44.879] 男：对呀。
[02:24:45.300] 女：然后然后他还要来一个，我我我会克制自己的，我不会做你不愿意的事情的。
[02:24:51.836] 女：然后完了还要还要在这里捧他几下。
[02:24:55.139] 女：这不是你该做的吗？
[02:24:56.558] 女：怎么好像没看到我应该夸你一样啊。
[02:25:00.439] 女：我都没想到，好像你很勉强，你你你是你是在为了我，然后才做了一些付出啊。
[02:25:06.679] 男：嗯，对啊。
[02:25:10.659] 女：不是我我不会强迫你的，你你你可以强，意思是你可以强迫我，但是你没有这么做，是吧？
[02:25:24.459] 女：这样的吗？
[02:25:25.771] 女：啊？
[02:25:31.439] 男：不会强迫。
[02:25:32.232] 女：然后然后他甚至他甚至没有去反思，我前面说了那么多，不是为什么为什么我会。
[02:25:42.439] 女：哎。
[02:25:44.079] 女：我我再看一看。
[02:25:46.101] 女：好。
[02:26:01.579] 女：我操，等一下怎么了？
[02:26:04.059] 女：嗯，这个有点难过，不给你看了，下午说好。
[02:26:07.045] 男：抱抱你什么？
[02:26:14.959] 女：啊，他压根儿不知道我的经历意味着什么。
[02:26:18.899] 女：我我不知道他是怎么想的。
[02:26:22.099] 女：我也没有期待他理解我，但是我真的现在变得很好奇，他到底是怎么理解这这些东西的。
[02:26:30.719] 男：爸爸里头呢。
[02:26:35.039] 男：嗯，他就是被。
[02:26:36.379] 女：自己好像变成了一个背景板，它只是表现出我很坚强的一个。
[02:26:43.599] 女：一个背景板。
[02:26:46.259] 女：然后然后他觉得我overcome it所以所以跟那些事情有关的事情都都没关系，都都都已经过去了。
[02:26:54.879] 女：然后然后然后然后这个背景板所塑造的，就我的性格底色变更加的吸引他的一个。
[02:27:01.219] 女：一个点。
[02:27:03.299] 男：嗯。
[02:27:10.879] 女：挺诡异的吧。
[02:27:12.559] 男：不想去谈你的经历吧。
[02:27:15.159] 女：就像有点像熊马。
[02:27:19.519] 女：嗯，很很心就是很心疼我的感经历，但是他又因为因因为因为我的经历所导致的一些自残心，我觉得我好色。
[02:27:32.239] 男：嗯。
[02:27:34.559] 女：然后具具体具体的去实施行为呢，他那他不是考虑我我的经历的影响的那那反反正我我只要你你你因为那些东西表现出来的色就够了。
[02:27:51.539] 女：然后然后今天晚上我走出去的时候。
[02:27:55.279] 女：拖着箱子走走，走到门口的时候，我忽然已经意识到能够像我这样。
[02:28:00.359] 女：一直克制自己，然后保持边界的人，真真的有点太太少的逆天了吧。
[02:28:05.939] 女：真有吗？
[02:28:07.579] 男：对呀。
[02:28:17.359] 女：哦，曾意文上一个。
[02:28:19.819] 男：不是，为什么那么久才想到？
[02:28:23.679] 女：我其实想到了。
[02:28:25.319] 男：行。
[02:28:31.299] 女：干嘛？
[02:28:31.695] 女：伤心了伤心了伤心了伤心了没有啊。
[02:28:34.671] 男：因为这伤心干啥呀？
[02:28:38.599] 男：嗯。
[02:28:40.239] 男：主要是主要是啥？
[02:28:42.839] 男：你保持边界。
[02:28:45.999] 男：但对方不保持边界的话。
[02:28:49.739] 男：你也危险呀。
[02:28:52.839] 女：对啊，他也意识不到我为了保持边界所付出。
[02:28:57.018] 男：的一些努力。
[02:28:58.179] 男：对，这是一个劳动很大的问题。
[02:29:00.965] 男：因为咱从那个性别上来说。
[02:29:03.719] 男：女女性要承担的风险和压力本身就是非常大的。
[02:29:10.399] 女：那我说不如搞女童啊，搞女童也挺傻逼的，但是我没有经历过。
[02:29:15.239] 男：哎也行。
[02:29:18.299] 女：我是不是不想跟女的谈？
[02:29:20.579] 男：嗯，宝宝呢？
[02:29:22.479] 女：我只想我只想和女的上床。
[02:29:26.619] 男：上那个什么。
[02:29:30.639] 男：那叫啥来着？
[02:29:32.399] 男：血性不是不是血性吗？
[02:29:36.059] 男：忘了。
[02:29:37.999] 男：热拉，对对对对对。
[02:29:40.192] 男：热拉。
[02:29:43.139] 女：算了，在上面为自卑的。
[02:29:46.919] 男：我想为啥呀？
[02:29:50.539] 女：可爱漂亮妹妹太多了吗？
[02:29:53.719] 女：有才华。
[02:29:56.319] 女：有背景。
[02:29:57.999] 女：有钱。
[02:30:00.979] 女：露脸。
[02:30:02.179] 女：有身材。
[02:30:06.599] 男：问题不大。
[02:30:09.419] 女：有时候我还真是有时候我我发现我还真挺需要作为女性被异性认可的一种。
[02:30:16.565] 男：价值的嗯。
[02:30:19.659] 女：对，就是同样同样比如说同样是身材或者你嗯。
[02:30:24.939] 女：嗯，感觉感觉被异性认可的价值会比同比同性认可的价值会大。
[02:30:31.699] 女：就是在在那个。
[02:30:34.139] 女：偏浪漫关系一的那方面来说。
[02:30:41.879] 女：哦，功利的想法。
[02:30:45.519] 男：有道理就是。
[02:30:48.179] 男：哦，这方面没有经验，但是我觉得有道理。
[02:30:52.619] 女：真的，为什么呢？
[02:30:54.499] 男：我不知道啊，我感觉挺有道理的，就是会这样想的。
[02:30:59.439] 女：Boy. 
[02:31:02.459] 男：就是反正。
[02:31:04.219] 女：我身为一个会同时被两个性别吸引的人。
[02:31:07.879] 男：那我觉得挺挺好的。
[02:31:09.390] 男：那像像像有一些女同性恋。
[02:31:11.469] 女：他可能就不需要异性的目光，是因为他他本身就不会受异性吸引。
[02:31:16.571] 女：嗯，但是在我同时呢可能会是在两个性别都受到吸引的情况下，肯定会在某些方面会有偏重。
[02:31:23.751] 男：嗯。
[02:31:23.940] 女：就是我我有两边都考虑到。
[02:31:28.539] 女：如果如果说被女生夸夸我很开心的话，应该就是一些更细节的东西。
[02:31:34.316] 女：嗯，比如说你那个头发烫的很好。
[02:31:38.019] 女：那个那个那个穿衣风格很可爱，很适合你那那在这方面我肯定是更喜欢女生的。
[02:31:44.659] 女：嗯，但是如果说如果说啊我是因为你的，就是因为因为喜欢你的脸啊什么的跟你在一起，那我现在是跟异性在一块的话，就会就是会更加舒服一点嗯。
[02:31:57.959] 男：嗯，也挺有意思的这种。
[02:32:00.699] 男：对吧？
[02:32:01.259] 男：对的对的对的。
